id_usuario,nome_usuario,id_avaliacao,id_produto,classif_do_produto,quartil_classif_do_produto,qtd_votos,quartil_votos,resumo_avaliacao,avaliacao_completa,imagem_produto,link_produto
AFHCG4ZUNHS5X7PYX6IPZA3AO7PAAHDH4K7B4XROK4NUUKOQMLVUGXKQAFAOEOKOE3IHNJKQDHAZ3JY63F6QAEIIOCCDVYEZSGZVFZSNYZKHM6HAAGXJHFAXB4ZBSYHCSJUOU6TBXBCAAGRDQEDZJUKOFPT4HQ6JNPP7PXYQAH4A6BDLABV357G2A6HQGCJ7KGYAAHHJ2MPEQDEB2OL5VELPVKG7HA7A,Shiv Kumar SainiAmazon CustomerTarunHarish Thakkarmukesh jBhawnaYankee Kazigurnoor00,R2CZP30I91CUT0RXZL00UV67477R6ZMVE3VFMOTCR2I6TTT5KYXNTVR2GN5SX03J3GX6R2GOTOGR1W1XL9R2U3WOI0TIDIEBR35L3DFIR2VJXK,B09MTLG4TP,"4,3",4,610,1,Good oneIts effectiveAmazing product for lint removalMust for every householdBest useAmazing productGood product and easy to useEasy to use,Lead should be strongI had a fantastic first day experience with this product and because of the wire it works so quickly I plan to use it more oftenIts an excellent product at this price Does what it promises to do The best thing about it is that its made in india and runs on electricity and not batteries I immediately tried it on two lowers that had lot of peeling on them It cleaned them in no time and made them new again I would recommend it for every householdUse full to remove lintA very useful and affordable purchase makes the cloth as new after using it  easy to use and does what it claims Worth the purchaseThe product works well and does the work it promises Build quality looks good too and it is easy to useIt is easy to use ,Ausente,Ausente
AG7MI6MZP3GMUTO65QNUR25VP7VAAHBZCVGYU7BO7DCSNDWCXK5GQP2AAECMWB3HNGTTXL2CN4FR6NFXD5GAAEDRNOENRBIMTJ75EUOOTKRN7YOAAE5GXCIX32PZKCLESSPQFXILAPNAAHM3VIGOFAIX3B5LBTVFIH3JPL2AAGN44TXNKAN6TOS4VEW5N347GCNAAHZZISWHBQV4TL3MKOJTH22IUNIQ,kashifsezhianDinesh KJeniferHarshsureshMadhuAmazon Customer,R2ETD6AVA4AFF1R3CUOW1DUP8N92R3NYD5UBRVJDWPROK6ZCMA5J3HRR3GWUP5VQM4PIWR2DBDFFUMF72A7R3CTPZMQDFCSGLRDDDVU6EMW3OP,B095X38CJS,"4,3",4,388,1,GoodHeads upGood productBright in color  good product Nice dark colorsblack  and dark blue paper not supplied  as it should be also there making it 4x12Quality is too goodNice bright colour,Good value of money if u have students at homeLiked itGood productProduct was good value for moneySheets thickness was good bright in colorValue of moneyblack  and dark blue paper not supplied  as it should be also there making it 4x12These papers are of excellent quality Ive used many colour sheets before for school projects and the colour used to fade while applying glue But these color sheets dont have that problem Definitely must buy if you are looking for a A4 size colour papers for school projectsQuality is good Especially for kids project Got it timely,https://m.media-amazon.com/images/I/41WggyozHQL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/BRUSTRO-Copytinta-Coloured-Bright-Printing/dp/B095X38CJS/ref=sr_1_245?qid=1672903007&s=computers&sr=1-245
AHMKXORT3VNMB75C3EUBYMFYELFQAEKJRELVNMICYPOYTKMVF52YX2WQAHQPBXZSJ3XZILPJVXE4BN7ZL26AAGELSEJKLWPVNPXQ7DGK63PEQF5AAGGBXJFPXZVOJMMB6MMQOPLCJWGAAEWA5TH6PMRZXMFY5MHCIU2MNFHAAHPDFQLNLMNV5X4QNH6J7IUMREAQAGKQKPUOEC3LQR7GHBQYAHPTU4SA,Pratyush PahujaThiyagarajanyesesAmazon CustomerAjinkyaThe Scarred ManKULDEEP GUPTAAbhishek Thapar,R2S0AYWUV349HPR35OW9CYQNAYHYR3B3DDF1D5NULKR3LZQDRMNS5CZORUGI31F4HDHOVR24GFJRFT12S6SR231AEG1IO02JMRD31MI3UMAXP8,B08QSC1XY8,"4,3",3,974,1,Great Cable Charging Speeds Could Be BetterGoodA good cableOne of the best type c cableWorks as intendedA good buy The extra length helps a lotGoodOk,Not charging as fast as Id have expected Maybe something wrong with my unit However the cable overall is actually pretty decent The material is great it doesnt bend out of shape very easily and looks and feels premium The length is definitely a plusGoodA sturdy cable for mobile chargingIts been 1 month that i am using this charging cable works very well with S20 FE 5G Thumbs upBraided cable is sturdy and built well Long cable adds extra reach and is tangle freeA good buy The extra length helps a lotGood productOk,https://m.media-amazon.com/images/I/419QKVTxaSL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Charging-Braided-Charger-Samsung-Galaxy/dp/B08QSC1XY8/ref=sr_1_36?qid=1672909125&s=electronics&sr=1-36
AHCVVEWW2RUKPIMC63N6LXF2DQJQAFATPF5UULFKGVJINQIBWJEXL3ZQAECJOC7KZPYXOULLW43TTOMQJCPAAGHWV3HO2KMHJ57FQWMB44DPA3CQAESMUJJJV2I6NQ4OMHYNLTW7H3PAAFKUMZJL5723MB5JTWMAOVXHVXFAAHHGYTDS6KX64NEIGKWHCG7ZNDCQAFH4LWW2SJ3GJZ36UGIO5CSYNQUQ,Suvaraj dRai SahibKindle CustomerVijay kumar sahuAKSHAY RAJAkshay GuptaAjit kumarSantosh,R111DGF0O8W1N8R1GA29NLMK5T1R1RAVFTKKIOGQ6R12RIAF7LEVYRNR1TK93TBAVEFG6R2VED6OCTD3DK8R3K8JF3L64IV9BR3T6IUBAYZZ3KO,B0B61GCHC1,"4,3",3,87,1,Good productGood  work fineThickness of cable to be reducedMorhoThis product is very goodoriginal productUSB ke pass or mjbuti Dena chahiyeGood product,Good productCable is very good it wort perfect with morpho device Cable is hard it may break after sometime But till now it is working properlyThe cable works well But it is little bulky and not able to fit properly in the original cover of the deviceGood product Easy in useThis product is very goodvery good workwatsaap number diye hai to response kijiyehttpsmmediaamazoncomimagesI81ripZLTbNLSY88jpg,https://m.media-amazon.com/images/I/31JbtMrUYpL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/LS-LAPSTER-Quality-Assured-Biometric/dp/B0B61GCHC1/ref=sr_1_471?qid=1672909147&s=electronics&sr=1-471
AEIFMHDK4ETHLYWSV6TUFNSJU4MQAE7BNHD6PZQQD7K3OKFEPFHTISSAAHPZFIJWLON23LU5RFVBJO4BNM7QAEV2GXFIZ3KD7EEKOE5URJQD6IFQAGOKXS4TP2M6LTNG5HAEMLCKI2IAAF5KJPHP55XSZUUXSC5OJUBJ5RVAAF4TCPZK5Q3JFGYV4MBARJLS54PQAH6AGSQLLH54UPSZGMXTOGESIEBQ,AkashPHrishikesh puneROHIT RANJAN ROUTSarika RoyvijayDnyanoba PhadAmazon CustomerPrakash Waghchaure,R2JXNH8KUWRZK5R31JIXX5TZG1TQR2JSYRN50OK76NR1D64K0KL2EG2YRJ2YNRIIONHOTR38E1BUBY9DNVRR2QV17ZAFB5D2ERP16EV0JDQBKX,B0981XSZJ7,"4,3",3,766,1,No reasons to complainValue for moneyNiceWorksValue for moneyGo For ItNiceIts fast charging good quality priduct,I bought the original cable for 1K and it stopped working after few monthsThis one is a fraction of cost and is working wellGood product for 1 6 device Supports fast charging charging time identical to original cableDurability slightly low than original as cable is less flexible Works perfect with bikecar mobile charger unit as wellIve been using it for a month so far works finewill update if the dash charging stops working too quickProduct is Suitable for my Oneplus Nord working in wrap charging mode  Value for money in this price range and quality is also good  Go for it without any doubt for one plus Quality Charging Speed very Goodany Hesitation go for it Such a good product Might be some minor difference from original but cant be noticed Try it you wouldnt regretLooks sturdy Time will tell if its good Will review after 6 monthsFast charging is the best part than value,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41LXLeCw3VL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/CROSSVOLT-Compatible-Charging-Supported-Devices/dp/B0981XSZJ7/ref=sr_1_120?qid=1672909129&s=electronics&sr=1-120
AEOBCJAUHKQ3VOH4XXCLGXUUDXCQAFFPSASZUMB7UWM5JQETXHG6LA4AAGYH7DGFYWVOZIPJG4JTAWZPZ7RQAEFUJZ7AZW6MNREF2KOJDSJSYW5QAHIKGYNU6WNPXPTNQ754PCL6LKQAAGZG456A7LZTCMX4PFFQJDOOAHTAAFEB2FWJDNEWTE53GMSW5WEZ6AUQAFQDNUZPX7U57MYDFE6G63KARMJQ,VineshJay Sahkrishlegends2kVijay MVaishnaviKapil GuptaAjay Rathi,R31MJTM38BI4DTRI02F8V2VWZ0PRDC47YGUQAJF0R1S44OPPSOZH8FRK6BDZJW30UE1R10J6JPDPTB5EDR2H0C10WNGAU00R1DQZ8A8C7WBD8,B09P182Z2H,"4,3",4,168,1,Anyone can use it except your elderly folks Does not come with instructionsIts good prodyctOverall goodWorks and gets out of your wayWater leakage after a 2 week of useageGood reviewsGood product delivering what was expectedmist is like a cloud,You can buy it its worthOverall good till nowease to useThis humidifiers got a 45l capacity Filling it once gives me around 3 nights full of cool vapour at around 50 settingNo complaints in using it for a week  Autocutoff works are advertised  Usage is fairly simple and straightforward  Noiseless operationA very minor observationTank is filled upside down and water is vapourised by a transducer in the bottom unit  This is fine but theres no mechanism to hold the tank and bottom unit together tank stands atop the bottom unit just like that If youve little kids wholl topple the tank this can be a concernAfter filling water full at night by morning it is stopped mist and water is overflow and item is damaged one dont know whom to contact no warranty number issued to claim warranty customer care they said service ppl will call back still no response almost a month over think before buying this productGood and easy to use and setup agaro ultrasonic humidier Im writing review for warranty extension Model glory Nice sizeBought this to increase humidity in the room and have been doing so fine mist good throw not tested sleep quality,Ausente,Ausente
AFRFZ7MZMMLKCQJ726M5IWMCUUKAAHAOEIGBCS2SYKYY2ICAPLIYOGPQAE5IZ2UOEQTGU5LA3MHBKWIGQ2GQAHJOQPAW3DZ6NX2UWUY2X7BXV3KQAFB6MZQQWWOGIDPMRFWMIS6KH2KAAEQ3IH2E5DAMIRDUFHOTNIEWL23QAGQC6MGGRXLF2V7XAYSUI2D26GVQAHRPVGGGZJZFR2WRX3YOTB2FI7GQ,PranjalMAHAVIRAiyappa NayakaBharat guptaSatyendra Kumar GuptasumitPriyankasinghSreekumarPS,R122PZXYO9V78RUTL2J228W4NR3CNU5WSZQK21ZR11LLDBWK3KHUSR2J3E39AIHUX3URZQQP8IHS7A65R21GEGH10XV0ZLR2Z5OEPE3ETYSP,B0B8ZKWGKD,"4,3",3,106,1,Concept is great but not at all value for moneyGood productYou go for itPerfectValue for money but little bit expensiveProduct is very useful but very costlyNice but a little bit weak100 satisfied ,If you have brainits very easy to install and yes the plastic is good enough to hold your alexaI liked itrest the cost is no doubt on a higher sideThe fit and sturdy you buy without 2nd thought but price is the concernYa an amazing fit for my Alexa and very easy to place anywhere on any socketLikehttpsmmediaamazoncomimagesWWEBP402378T1imagesI51IaTiIf2GLSY88jpgHgcfb,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41J0RvJFffL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Generation-Space-Saving-Solution-Management-Speakers/dp/B0B8ZKWGKD/ref=sr_1_474?qid=1672909147&s=electronics&sr=1-474
AG4CULPDENY6NXR67DNAQU5VM42QAE6XZBRHYTRKG33Z6UGCG7EUQ2UQAFLCRL5P6JC24SEQTM6ASIJUVC2AAECBTAP3SOAAMWUSNGBILNOOM5DQAEC5C3VXEKLH62ITNOMMUYIE2CAAAFB6GXJEM6T4SHB3BQJ5G4UC5VAAAFTCVC4B2DKVF5IF7GQYAWOA2X3AAHFYGXWTFW2WTUEEYAKS3BYPQQ3A,Lingaraj NaikVinod PatidarShubham SoniHimrajAnonymous22NRD AZ CustomerKoushik Roy ChowdhuryGovind S,R3I9XKM92J6MPPR3LL7D9XJ1KM17RYLP8P4MU9IXER33MZE2UWBBE68R1R07DE8BH5DW4RR4IXFU8KX870R32JIC0LIX3QC8R33RK3EZHCIJ1U,B08498H13H,"4,3",4,408,1,I was skeptical at the beginning but now love itIt is mechanical keyboardVery Good Build quality price of Rs1500 is justifiedAmazingGreat budget keyboardValue for moneyVery good performanceIt is good if you get it under 2000 otherwise dont buy it,At the sub 2000 INR price range I was doubtful to buy a mechanical keyboard as there are a lot of disappointing pseudo mechanical keyboards available at this range I already had a logitech G213 prodigy which was great with its membrane so I almost thought of not buying it But after much thought I bought it It turns out to be amazing It has a key cap remover included which is a great bonus Each click feels responsive and great I am typing 15 wpm with this compared to my G213 The size is a bit small for a full sized keyboard and the RGB is somewhat painful But other than that  it is the best keyboard in this price rangeGood keyboard for people who loves typing sound Nice product Very Good Build quality price of Rs1500 is justified and i have written the review using the same key boardBest budget friendlyA very good keyboard to begin your mechanical keyboard journey with This is much better than any membrane keyboard you will ever useBeen using for more than 1 year and still working fine although the blue switches slowly lose their crisp sound but that is expected from this brand of switchesValue for money I wish i could coustomise to colour of RGB  but rest its very goodVery good product  and perfectly working wellHello guys today I am going to tell you about HP GK 320 gaming keyboard so it cost me around 1700 and I give the ratings from 5 star I will give it three star because it have some RGB issues and I recommend you only buy this keyboard if you get it under 2000 if it cost over 2000 I recommend that dont buy this keyboard,Ausente,Ausente
AFXQSBDW6232K22UMJWF5PMYX5RQAG4IENR3HNMEINBTJS3PET6VQY3QAEYIYXI67FZ3H57OBTA2BGZBGTHQAFUSP4NL7DIIS7CADTLDHGFLNOMQAEJG6XAZFMVQ7NRKCXG3ZCC3DIVAAFIS3N547NISE4TGX3YU6F4X2AGQAGIJM2HE6GKI3I75OJ7PODHPP67QAGNXWXFWLOYZAYJ5PRIM2NB57E4A,ARUN KUMAR A VAnkesh kumar panditPradeeplimugha sumiAmarsyed akrampashaGanesh TamilnaduT Karthikeyan,R3FTW5HNPCX66CRM7IFDV9KNC2ORK9JKA9U9LZ49R15UN38LGPS71WRCBVF30PUU6UTR1I75CYBWWYB2GR2Z5R4CWX4B3KBRX4O8WQ6VY2AS,B0B9XN9S3W,"4,3",3,457,1,Value for MoneyGood productGreat excellent picture qualityvalue for moneyWorth for the moneyGood100 Value for moneyValue for money,Regarding rate I liked very much and reasonable  Regarding the product Acer Company is manufacturing Computer Monitor and are best in quality  So that I prefer this company in buying TVIts been 1 and half month using this product and have no complaint regarding the product some of its plus points are1 Picture quality is good with clear sound quality2 We can easily connect any pan drive or otg to this Tv and access your content in tvAnd Points in which it need improvement1 Its does not support some audio format that2 If we connect smartphone through OTG to TV it doesnt support the same3 Also we always have to use TV remote to start the TV It doesnt start automatically when we on the swith we have to press power button on remote each time to start this TVOverall a very good productPicture quality is very good Bought this TV on amazon sale value for money at this price the picture and sound quality was okay not that bad If you want to buy a 32 TV at an affordable price then go for this oneNiceGoodI purchased this tv two days before and now its running I observed the followings towards my experience1 100 value for money2  Good design and finish3  Great picture clarity  I am using  Jio Fiber  Netflix4 Sound Also clear and smooth but little  Bit improvement needed5 Package packed well as advertised  Remote  Batteries  AV wire  warranty  Card  Manual6 Promptly Delivered 0 damage7 Refresh Rate is 60hzOverall RecommendedPicture quality is goodsound also goodvalue for money One can purchase at low price,https://m.media-amazon.com/images/I/51FicDnawaL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/Acer-inches-Ready-AR32NSV53HD-Black/dp/B0B9XN9S3W/ref=sr_1_75?qid=1672909128&s=electronics&sr=1-75
AERJZJB2VKDQ53SXTPGMBWV7Q7VQAGG6QX23VMVZKIKG4SJU4UBNM4SAAHX2T2DQRBQPRTNZ64BQE5C7PKDQAGAOBZI6ANRCGVDMCJXTSAKF4GHQAE5NYBPJTJOSK4VJU4OTM75E4OBQAEVRANATL7R2NNKWWLDL5XHSG66AAH3SY72KQ65HR7YHYZ2MINDATYKAAHFEHKYNESEZDPVMXT7UVI6U6KLA,rahulKrantiNamrata TokasFarhanaSudhir PrasadVishal ChaturvediYukti mHarsh yadav,R26RPJGPU2YT4MR3QTAOTV6O9TGAR2376RVNIQR2EUR1KC6358QHQUG6R1P61XNPIFGZLFR1PD5KYOWDRSRFR30SUJFMTAMCL2R2ITYTNUV06OJE,B09NNZ1GF7,"4,3",4,229,1,Lint removerSo nice but takes longer then expectedPerfectWorks as promisedVery useful producteasy to useAmazing productValue for money,Work perfectly and amazinglyMust buy for cloth lintIt is so convenient It clean so easily and easy to remove but the problem is that it consumes much more time then I expectedhttpsmmediaamazoncomimagesWWEBP402378T1imagesI818fjULV22LSY88jpgWorks good Wire is also not very  shortVery nice easy to usegood at this priceProduct is goodEasy to use value for money easy to remove,Ausente,Ausente
AFQZVGSOSOJHKFQQMCEI4725QEKQAGGM6Z3RLFTGS5WMUPUYH6Q5PWDQAEZBNCSYGMQVNS743EVV5JXF47KQAFQ5B3Z4JDHK2YQBF2TOUPUUMLEQAHL77AYQII5RBC5R3VAPWGBA6GGQAEZGE3UVG5QEZDOBW4DDF2RXCSAQAEEP24AQWPKPYJZOKSCKSBMR362QAENZFOFJUL6NDGELEJLAFKEQC74Q,Vikas SinghMuhamed sufyanAmazon CustomerAnkitNongshraddha shettyRaveendranpallavi,R29L0E3P64C6H5R25VCXJ891RAYERG7LDRDT2XW44R1F97CSIBQ7F3HR35MC54M7PLU14R1BBR0MU78BRXKR39C4QE74H9OU6R24VYXU03FZS0A,B09VKWGZD7,"4,3",4,1017,1,good machine in budgetVery good productOver all experience is good with this productVery good machine insuch a price rangeOverallGood producteasy to useGood product compared to the price rangeand performance is satifactoryUseful product with good build quality,Pros1 Small size of the machine2 Good machine in low price3 Water pressure is good4 Water pressure can be set in different modes5 Inlet pipe comes with6 The length of the outlet pipe is sufficient7 The length of the electric wire is sufficient8 Spray gun is very easy to use9 Water filter also comes with inlet pipe10 The packaging of the machine comes very nicely in a double boxCons1 The sound of the machine is high2 The size of the shampoo bottle is small3 The length of the inlet pipe is short4 The trigger of the water spray gun has to be pushed continuously during use It would have been nice if there was a device that could hold the trigger5 The quality of the connector for the inlet pipe supplied with the machine is not very good6 Information in the manual is not enoughI liked the power it generates mindblowing power from this machine which just costs under 5000I used it just today noticed a bit heat produced from the motor not sure if that is common Other than heating  I liked everything that came out from this productMust recommend for your hometo wash your cars bikeNoise is low as compared to other ans easy setupVery good machine and working super fine though the shampoo dispenser came broken in boxEasy to assemble use and a good product at this price rangeNoise level mediumeasy to assemble and useVery usefulEasy to assemble Performance is also goodOver all product performance is ok,Ausente,Ausente
AGSP27IDVRXVVRJOLLTCIXFFIOTQAEKRTMFO55F2OPZOVRLGDC54LXGAAF6ZHIURUWRGFOT5DIXQKXESA4BQAGLG6I5ESBM5JREGA7MXG77ODXHAAHESEQ2NNWRCDBHDPB2CWTOLLZQQAHOZ3E25NUK65RTQ2KLYE74PTZ7QAEO55TYWLKVPVTNYRZZ7DNGZFSQQAHMGNDFAZFEDLG2QQBUI6Y5CN6GA,padmaprasaadrahul kumriadharmesh maradiyasanjayGoutham Ramhiren parmarravichandraMehtab,RMC18YA95OV3JR1Q2CQ1NAM4TCNR82P639AU9R6ZR2D6A4CJSX81YPRXZJVNNH9UTO7R2YQLYQBK2TJXIR14QI012PHPXKIR7F0OBTD3SPH3,B0BCKWZ884,"4,3",3,407,1,Fitting issuePerfect fit good quality productgood productFit cost wise materialWonderful productGood for New remoteNice productPerfect for samsung frame series solar remote,Product is good in terms of smoothness  toughness usabilityBut only issue was length is little larger than the remoteThe product is as advertised perfect fit and good quality  Recommended to buygood productPerfect fit cost wise ok good quality material Samsung 55 inch crystal UHD tv remote is safe in this coverVery good quality and very useful Especially when you have kids at home breaking everythingIt fits perfectly Quality also good You can buy this productPerfect fit for Samsung solar remote quality of the material is goodserves the purpose,https://m.media-amazon.com/images/I/41LwSJdthGL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Caldipree-Silicone-Compatible-BN68-13897A-2022-BLACK/dp/B0BCKWZ884/ref=sr_1_221?qid=1672909135&s=electronics&sr=1-221
AGQYZLWPXBTZCFFSJ7N4E5MU6FQAAGXCSQZYYIGXCSMQD7HKL67TZBRQAHBSBZBVPHQ3DNFSVUEISWFKZWEQAFZLNTIDI2YFJVCQS4EXCTGWVWEQAFCDITQYYSHB5DVHMFMO6M3PV3NAAEZDOXSJW5A65GIYXQSDYBWNVTCQAGJZ4GRH4YOMZSQ7JWZDVPBSW7RAAHQSA6UQCAE7UBCWEVA4FSRIKTNA,Amazon CustomerChhaya SinghAnkit bisenAmazon CustomerRajesh RajKrishna upadhyayAjay plusang k,R1SLOPXHKI14S6R1OXLNAD6QN3PKR4RAOBEKJMT1ER2DJOU9710152IR3FXVCBQCGNPLWR12LALSYGQEMTTR2XY6WL3YCCBBUR2VRNRRSOHXHYW,B0B8VQ7KDS,"4,3",3,301,1,Good ptoductOverall good product and good choice Cable is shortGoodAll channel  view niceVery fast and good serviceOkThe product was ,Good productI like its picture quality and recharge planCable is very short ground floor ke liye bhi Chhota thaGood product problem in channel selectingLike picture qualityI m impressed service is very goodAll channels not availablehttpsmmediaamazoncomimagesI71j79HDIG5LSY88jpg,https://m.media-amazon.com/images/I/41Jy61seJKL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Airtel-Pack-Entertainment-Installation-Months/dp/B0B8VQ7KDS/ref=sr_1_497?qid=1672909149&s=electronics&sr=1-497
AHKTEC7ZVRWNAA66KB3V5REUQG6AAFMYMI6FWPFSDK7KXBHB2D7555OAAEZTUFS2XNNKJ5ZCNRLE5JWWI4PQAGVZ57S4TZDMQTXR67SMTWQOOKRAAEJWYKZND5DTQQYR26RKWY5FWTOQAGBUVENL47YJ3NJFQJS2MKZC7NKAAFI3EFAYZRL5L5TQXRQBQKWJQJTQAEQWP6WIVLFP2L3MSAWW3RENW3XQ,Denzil VargheseAmazon CustomerPlaceholderAnil MoreRajeshMostafir Mollamohit singhSuresh rankhambe,R6H0LMQOYOUPRRNP5KTHVIELH4RQSOPFFP2W9UHR28G1GQ4YWOYOXR1ASISF519P4COR3VF5DEKULWSKFRLQPU8GARVD9AR5A7COKUGSUIQ,B0B16KD737,"4,3",3,592,1,Value for money But dont expect Flagship qualityGoodGood productGoodGodValue for moneyNice productYoutub is slow but all perform best,Tv is good as such there are multiple issues for it you get what you paid for so not going to brag about it Picture looks crisp sound is awful light weight flimsy legs and body tv looks frame less unless you turn it on This tv doesnt support Pre Video out of the box reaching out to Customer care will easily resolve the issue There are noticeable lag while casting screen share Overall the product is good for small office shop or casual streaming for Bedroom or kitchen5 starGood productValue for moneyGoodThe product is good In this price you can get the best productProcessor very slow plg improveSmart work is slow but picture sound ok ,https://m.media-amazon.com/images/I/41P2TNMG-hL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/VW-Playwall-Frameless-Android-VW3251/dp/B0B16KD737/ref=sr_1_136?qid=1672909130&s=electronics&sr=1-136
AG6WNF3AQBACEWDTRW6UM2MALT2AAGDX3YMAIQMEVYPEJAQTYTEIBPDAAFHPPBAJGDWY57QWBC4P34LOKRHAAGHH3UBBLW7P7IZPJDMQ7PRDX7SAAH3DDWCUUZDBPHLX4YVCNSECLPXAAE7DWY6A2QRWHQTYLRM7QYUNY7FAAFUV2FBPZYYQYR6VJS2VCVPZTODQAGNMIY7234MP6VA5DN2HRBGQZ73A,SurajnileshPawanDeepak Singhnikhil chaudharyVinayak PTabish TariqAmazon Customer,RKDNXHI6GT6UZR2665SN6A29V01R2J30R8O3UHZRIR35EO3S4EWYA5SR2LI2GPYRBO35CR1JYP2Y4BB5L6KR2MQ6PENPS15K6R4ZVFDLVBQV07,B08Y57TPDM,"4,3",4,485,1,Good product 5 batiCharge seems to be very lowGood batteriesworking fine with my car remoteOriginal DuracellGreatSANTOSH PRASAD,1 bati  5 batiVoltage and performance is not at par with other brandsGood quality batteriesthese cell are good replacementThese are original Duracell batteries My car FOB key asks for a single CR2032 so instead I put two CR2016 one over other like a sandwich Works like normal But you dont try this hack I needed CR2016 for my FastTrack watch so I ordered them but tried the above hack for my car keys and it worked Do not try this at home LolTip when handling any kinda batteries make sure you dont touch both  ve and ve side at the same time It discharges the battery sooner Handle it with a plastic tweezer or with silicone glovesBest liion cellsFor car keys  etc,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41SqfLI2FuL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Duracell-Chhota-Power-Coins-2016-5/dp/B08Y57TPDM/ref=sr_1_368?qid=1672903013&s=computers&sr=1-368
AFBU5FXWPA2YVMWWIMGYMA2AG34AAGS4PLUFYAXTS4Y7Y4Q6ZT37BYHAAECLI5ARPX2YOZANEVKSRVV36QJAAGTOUKATNU32FIJPOWKQKZKPPJ7QAFM5HEUWEZMBGCZ3GGAXKAUZASGQAHSZV233OGYLM4RVHF7F6YJZM5NQAHYBTPEMPO3DK4PDH62ZYMP3LG7QAHUECKMZOFXYUTC6M3LUATLL6X7Q,rhymeriumSamarjeet kaurAmazon CustomerK KoshyShraddha SarwademessssiVijay Ravindranath SenAmazon Customer,R2HY811H3E3G6SR1CCZJGV16UVNIR3FO0KZP6V25Z0R1DPAVSP4Y3AGNRK6FONHRBSSFIRH6J3MDX33HMARPGDFO3VRQZ0SR3RMJEG2M36L3R,B0B3TBY2YX,"4,3",4,55,1,Beautiful and functional but could be improved improvements written in reviewAgaro kettleSatisfied with the productA royal black beautyValue for moneyAgaro kettle reviewReviewGood looking  elegant easy to use,Everything is niceincluding design  functionworks as intended and mostly as descriptionBut here are things that couldimprovedthe upper lid should be able to open up a bit more to the back if we want to wash it more thoroughly since having lid not open in a way that it goes  a bit back enough for the lid to not feel a bit in the way its not as comfortable as it could be this shouldnt become a point which should make ppl avoid buying it though since many other models seem to open up till the same angle as this one does unless you found one that opens up more than this one if you already bought it or still want to buy it you can use a big bottle brush to scrub it even tho your hand can go in but you ll feel like you have to be more careful while Washing to not accidentally hit the lid you can see from my imageproduct imagerest of the body seems sturdy but the handle feels a bit lighter than the body so it makes me wonder if handle would fall off due to daily strain when i pick up the kettle by handle alone may be it wont breakcome off but i hold the kettle with both hands on both ends just in case to be safe  these are two things i d like to be improved if agaro makes any changes in the model features in futureI didnt return it though because chances are other models are the same or similar and apart from all that it works well So yeahVery good kettle and big in sizeCord length is goodIt is very robust in temperature control That is to say on and off manual and automatic off Regarding cord it is 1500 watts kettle which is on the top of ordinary Indian domestic non power 6A plug They have given one meter quality wire  with 6A plug  This means if your home wiring can stand 1500 watts on ordinary non power plug you can use it in any socket anywhere The switch in the kettle is bit wobbly not sure whether it is purposely designed so initially I was not pleased now love it because of majestic performanceProduct looks good Value for moneyseems good until now hope will last long good purchase Kettle is nice  and cord length is also good but package  is not goodat the time of delivery it was opened,Ausente,Ausente
